31500	6.62236e-20	-1.65762e-20	4.96474e-20	159.885
31600	6.62389e-20	-1.65442e-20	4.96947e-20	159.922
31700	6.62551e-20	-1.65553e-20	4.96998e-20	159.961
31800	6.6272e-20	-1.65551e-20	4.97169e-20	160.002
31900	6.62893e-20	-1.65747e-20	4.97146e-20	160.044
32000	6.6307e-20	-1.66098e-20	4.96971e-20	160.086
32100	6.63246e-20	-1.66629e-20	4.96617e-20	160.129
32200	6.63419e-20	-1.67347e-20	4.96072e-20	160.171
32300	6.63593e-20	-1.68218e-20	4.95375e-20	160.213
32400	6.6376e-20	-1.69545e-20	4.94215e-20	160.253
32500	6.63924e-20	-1.70753e-20	4.93171e-20	160.293
32600	6.64076e-20	-1.7211e-20	4.91966e-20	160.33
32700	6.64219e-20	-1.73629e-20	4.9059e-20	160.364
32800	6.6435e-20	-1.75266e-20	4.89084e-20	160.396
32900	6.64469e-20	-1.77025e-20	4.87444e-20	160.424
33000	6.64576e-20	-1.7889e-20	4.85686e-20	160.45
33100	6.64667e-20	-1.80853e-20	4.83815e-20	160.472
33200	6.64744e-20	-1.82883e-20	4.81861e-20	160.491
33300	6.64808e-20	-1.84983e-20	4.79825e-20	160.506
33400	6.64856e-20	-1.87124e-20	4.77732e-20	160.518
33500	6.64887e-20	-1.89301e-20	4.75586e-20	160.525
33600	6.64908e-20	-1.91489e-20	4.73419e-20	160.53
33700	6.64913e-20	-1.93695e-20	4.71218e-20	160.531
33800	6.64905e-20	-1.95902e-20	4.69003e-20	160.53
33900	6.64885e-20	-1.98066e-20	4.66819e-20	160.525
34000	6.64855e-20	-2.00219e-20	4.64636e-20	160.518
34100	6.64813e-20	-2.02318e-20	4.62495e-20	160.507
34200	6.64763e-20	-2.04376e-20	4.60387e-20	160.495
34300	6.64704e-20	-2.06633e-20	4.58071e-20	160.481
34400	6.64639e-20	-2.0856e-20	4.5608e-20	160.466
34500	6.64567e-20	-2.10422e-20	4.54145e-20	160.448
34600	6.64489e-20	-2.12191e-20	4.52298e-20	160.429
34700	6.64408e-20	-2.139e-20	4.50508e-20	160.41
34800	6.64323e-20	-2.15507e-20	4.48816e-20	160.389
34900	6.64236e-20	-2.17035e-20	4.47201e-20	160.368
35000	6.64146e-20	-2.18463e-20	4.45683e-20	160.346
35100	6.64057e-20	-2.19806e-20	4.44251e-20	160.325
35200	6.63968e-20	-2.21071e-20	4.42897e-20	160.303
35300	6.6388e-20	-2.22236e-20	4.41643e-20	160.282
35400	6.63791e-20	-2.23322e-20	4.4047e-20	160.261
35500	6.63708e-20	-2.24308e-20	4.39399e-20	160.241
35600	6.63625e-20	-2.25495e-20	4.38129e-20	160.22
35700	6.63547e-20	-2.26329e-20	4.37218e-20	160.202
35800	6.63473e-20	-2.26824e-20	4.36649e-20	160.184
35900	6.63402e-20	-2.27513e-20	4.35889e-20	160.167
36000	6.63336e-20	-2.28142e-20	4.35194e-20	160.151
36100	6.63275e-20	-2.28707e-20	4.34569e-20	160.136
36200	6.6322e-20	-2.29211e-20	4.34009e-20	160.123
36300	6.6317e-20	-2.29678e-20	4.33492e-20	160.111
36400	6.63125e-20	-2.30089e-20	4.33036e-20	160.1
36500	6.63088e-20	-2.30471e-20	4.32617e-20	160.091
36600	6.63058e-20	-2.30818e-20	4.32241e-20	160.084
36700	6.63035e-20	-2.31404e-20	4.3163e-20	160.078
36800	6.63015e-20	-2.31716e-20	4.313e-20	160.073
36900	6.63004e-20	-2.32002e-20	4.31003e-20	160.071
37000	6.63e-20	-2.32293e-20	4.30707e-20	160.07
37100	6.63001e-20	-2.32584e-20	4.30417e-20	160.07
37200	6.63009e-20	-2.32874e-20	4.30135e-20	160.072
37300	6.63023e-20	-2.33191e-20	4.29832e-20	160.075
37400	6.63042e-20	-2.33522e-20	4.2952e-20	160.08
37500	6.63066e-20	-2.33878e-20	4.29188e-20	160.086
37600	6.63096e-20	-2.34537e-20	4.28558e-20	160.093
37700	6.63129e-20	-2.34962e-20	4.28167e-20	160.101
37800	6.63167e-20	-2.35418e-20	4.27749e-20	160.11
37900	6.63208e-20	-2.35916e-20	4.27291e-20	160.12
38000	6.63252e-20	-2.36463e-20	4.26788e-20	160.13
38100	6.63298e-20	-2.3705e-20	4.26247e-20	160.142
38200	6.63346e-20	-2.3768e-20	4.25665e-20	160.153
38300	6.63394e-20	-2.38368e-20	4.25026e-20	160.165
38400	6.63443e-20	-2.38835e-20	4.24608e-20	160.177
38500	6.63492e-20	-2.39611e-20	4.23882e-20	160.189
38600	6.6354e-20	-2.40445e-20	4.23094e-20	160.2
38700	6.63586e-20	-2.41321e-20	4.22264e-20	160.211
38800	6.6363e-20	-2.42239e-20	4.21391e-20	160.222
38900	6.63674e-20	-2.43198e-20	4.20476e-20	160.232
39000	6.63713e-20	-2.44206e-20	4.19507e-20	160.242
39100	6.63749e-20	-2.45241e-20	4.18508e-20	160.25
39200	6.63779e-20	-2.46306e-20	4.17473e-20	160.258
39300	6.63808e-20	-2.47407e-20	4.164e-20	160.265
39400	6.63832e-20	-2.48524e-20	4.15307e-20	160.27
39500	6.63852e-20	-2.49666e-20	4.14186e-20	160.275
39600	6.63867e-20	-2.50816e-20	4.13051e-20	160.279
39700	6.63876e-20	-2.51987e-20	4.11889e-20	160.281
39800	6.63883e-20	-2.53161e-20	4.10721e-20	160.283
39900	6.63884e-20	-2.54327e-20	4.09557e-20	160.283
40000	6.63882e-20	-2.55492e-20	4.0839e-20	160.283
40100	6.63874e-20	-2.56659e-20	4.07215e-20	160.281
40200	6.63863e-20	-2.57807e-20	4.06057e-20	160.278
40300	6.63849e-20	-2.58938e-20	4.0491e-20	160.275
40400	6.63833e-20	-2.60056e-20	4.03777e-20	160.271
40500	6.63809e-20	-2.61157e-20	4.02653e-20	160.265
40600	6.63784e-20	-2.62233e-20	4.01552e-20	160.259
40700	6.63756e-20	-2.63279e-20	4.00477e-20	160.252
40800	6.63727e-20	-2.64297e-20	3.99429e-20	160.245
40900	6.63694e-20	-2.6528e-20	3.98414e-20	160.237
41000	6.6366e-20	-2.66228e-20	3.97432e-20	160.229
41100	6.63623e-20	-2.67138e-20	3.96485e-20	160.22
41200	6.63586e-20	-2.68016e-20	3.95569e-20	160.211
41300	6.63547e-20	-2.68856e-20	3.94691e-20	160.202
41400	6.63507e-20	-2.69655e-20	3.93852e-20	160.192
41500	6.63466e-20	-2.70409e-20	3.93058e-20	160.182
41600	6.63425e-20	-2.71117e-20	3.92308e-20	160.172
41700	6.63385e-20	-2.72055e-20	3.9133e-20	160.163
41800	6.63345e-20	-2.7269e-20	3.90655e-20	160.153
41900	6.63304e-20	-2.73285e-20	3.90019e-20	160.143
42000	6.63263e-20	-2.73835e-20	3.89428e-20	160.133
42100	6.63222e-20	-2.74345e-20	3.88877e-20	160.123
42200	6.63183e-20	-2.74816e-20	3.88367e-20	160.114
42300	6.63143e-20	-2.75253e-20	3.8789e-20	160.104
42400	6.63105e-20	-2.75647e-20	3.87458e-20	160.095
42500	6.63068e-20	-2.76e-20	3.87068e-20	160.086
42600	6.63031e-20	-2.76319e-20	3.86712e-20	160.077
42700	6.62996e-20	-2.7661e-20	3.86386e-20	160.069
42800	6.62961e-20	-2.76865e-20	3.86096e-20	160.06
42900	6.62928e-20	-2.76814e-20	3.86114e-20	160.052
43000	6.62896e-20	-2.76998e-20	3.85898e-20	160.045
43100	6.62866e-20	-2.76886e-20	3.85981e-20	160.037
43200	6.62839e-20	-2.77012e-20	3.85826e-20	160.031
43300	6.6281e-20	-2.77109e-20	3.85701e-20	160.024
43400	6.62781e-20	-2.77179e-20	3.85602e-20	160.017
43500	6.62754e-20	-2.77222e-20	3.85532e-20	160.01
43600	6.62728e-20	-2.77235e-20	3.85493e-20	160.004
43700	6.62703e-20	-2.77223e-20	3.85481e-20	159.998
43800	6.62679e-20	-2.77192e-20	3.85487e-20	159.992
